ortholog_1 g320 BL22201
ortholog_1797 g61183 BL19691
ortholog_1798 g61208 BL19704
ortholog_1799 g61237 BL05467
ortholog_1800 g61238 BL05466
ortholog_1801 g61244 BL05514
ortholog_1802 g61246 BL05240
ortholog_1803 g61248 BL05433
ortholog_1804 g61341 BL05436
ortholog_1805 g61359 BL05438
ortholog_1806 g61368 BL19697
ortholog_1807 g61375 BL19699
ortholog_1808 g61385 BL14036
ortholog_1809 g61396 BL14999
ortholog_1810 g61400 BL05567
ortholog_1811 g61409 BL05404
ortholog_1812 g61437 BL21255
ortholog_1813 g61466 BL24088
ortholog_1814 g61469 BL05410
ortholog_1815 g61477 BL17604
ortholog_1816 g61483 BL12399
ortholog_1817 g61491 BL12407
ortholog_1818 g61522 BL05378
ortholog_1819 g61532 BL05376
ortholog_1820 g61538 BL02087
ortholog_1821 g61539 BL05278
ortholog_1822 g61565 BL12921
ortholog_1823 g61600 BL02504
ortholog_1824 g61611 BL05255
ortholog_1825 g61623 BL05022
ortholog_1826 g61707 BL10418
ortholog_1827 g61720 BL06071
ortholog_1828 g61723 BL26139
ortholog_1829 g61724 BL03323
ortholog_1830 g61735 BL05005
ortholog_1831 g61746 BL01098
ortholog_1832 g61749 BL25609
ortholog_1833 g61758 BL05331
ortholog_1834 g61779 BL15734
ortholog_1835 g61849 BL05253
ortholog_1836 g61852 BL05254
ortholog_1837 g61883 BL17935
ortholog_1838 g61898 BL13720
ortholog_1839 g61910 BL05107
ortholog_1840 g61914 BL05108
ortholog_1841 g61932 BL10314
ortholog_1842 g61972 BL12452
ortholog_1843 g61974 BL12454
ortholog_1844 g62027 BL05380
ortholog_1845 g62030 BL05400
ortholog_1846 g62037 BL00337
ortholog_1847 g62044 BL05322
ortholog_1848 g62050 BL02494
ortholog_1849 g62059 BL05511
ortholog_1850 g62110 BL12051
ortholog_1851 g62118 BL12915
ortholog_1852 g62126 BL13404
ortholog_1853 g62147 BL05091
ortholog_1854 g62151 BL05090
ortholog_1855 g62157 BL05089
ortholog_1856 g62164 BL11375
ortholog_1857 g62169 BL12473
ortholog_1858 g62198 BL14647
ortholog_1859 g62222 BL05482
ortholog_1860 g62270 BL05114
ortholog_1861 g62282 BL05406
ortholog_1862 g62294 BL10416
ortholog_1863 g62310 BL26953
ortholog_1864 g62316 BL27545
ortholog_1865 g62350 BL05327
ortholog_1866 g62408 BL03480
ortholog_1867 g62417 BL04947
ortholog_1868 g62420 BL05007
ortholog_1869 g62443 BL05552
ortholog_1870 g62445 BL05452
ortholog_1871 g62446 BL05551
ortholog_1872 g62579 BL05051
ortholog_1873 g62581 BL05066
ortholog_1874 g62591 BL05397
ortholog_1875 g62594 BL07759
ortholog_1876 g62601 BL12908
ortholog_1877 g62610 BL12052
ortholog_1878 g62615 BL05537
ortholog_1879 g62616 BL05536
ortholog_1880 g62619 BL05543
ortholog_1881 g62627 BL05544
ortholog_1882 g62631 BL19690
ortholog_1883 g62635 BL05190
ortholog_1884 g62670 BL05546
ortholog_1885 g62703 BL12865
ortholog_1886 g62706 BL05041
ortholog_1887 g62737 BL05209
ortholog_1888 g62739 BL12049
ortholog_1889 g62751 BL09120
ortholog_1890 g62752 BL06978
ortholog_1891 g62765 BL05562
ortholog_1892 g62833 BL19728
ortholog_1893 g62909 BL05250
ortholog_1894 g62915 BL19758
ortholog_1895 g62923 BL05425
ortholog_1896 g62935 BL05548
ortholog_1897 g62938 BL05549
ortholog_1898 g62939 BL14487
ortholog_1899 g62960 BL05305
ortholog_1900 g62969 BL12431
ortholog_1901 g62977 BL12463
ortholog_1902 g62983 BL12464
ortholog_1903 g63018 BL12465
ortholog_1904 g63039 BL05558
ortholog_1905 g63043 BL09525
ortholog_1906 g63056 BL09534
ortholog_1907 g63065 BL10379
ortholog_1908 g63077 BL05059
ortholog_1909 g63078 BL05555
ortholog_1910 g63079 BL05232
ortholog_1911 g63114 BL15515
ortholog_1912 g63124 BL14175
ortholog_1913 g63145 BL05093
ortholog_1914 g63151 BL09699
ortholog_1915 g63156 BL05358
ortholog_1916 g63187 BL18014
ortholog_1917 g63191 BL10360
ortholog_1918 g63204 BL05105
ortholog_1919 g63206 BL05104
ortholog_1920 g63216 BL05117
ortholog_1921 g63286 BL03564
ortholog_1922 g63293 BL05526
ortholog_1923 g63299 BL24957
ortholog_1924 g63302 BL05038
ortholog_1925 g63308 BL15849
ortholog_1926 g63311 BL18332
ortholog_1927 g63326 BL02506
ortholog_1928 g63337 BL01059
ortholog_1929 g63349 BL11768
ortholog_1930 g63352 BL27371
ortholog_1931 g63353 BL05545
ortholog_1932 g63358 BL05170
ortholog_1933 g63393 BL05401
ortholog_1934 g63396 BL21772
ortholog_1935 g63415 BL05405
ortholog_1936 g63424 BL22011
ortholog_1937 g63443 BL02531
ortholog_1938 g63446 BL05289
ortholog_1939 g63468 BL22209
ortholog_1940 g63484 BL05515
ortholog_1941 g63514 BL04937
ortholog_1942 g63516 BL12800
ortholog_1943 g63538 BL05003
ortholog_1944 g63566 BL05137
ortholog_1945 g63606 BL15888
ortholog_1946 g63608 BL15886
ortholog_1947 g63624 BL05613
ortholog_1948 g63638 BL12439
ortholog_1949 g63675 BL05080
ortholog_1950 g63677 BL00040
ortholog_1951 g63703 BL01067
ortholog_1952 g63709 BL21524
ortholog_1953 g63730 BL09574
ortholog_1954 g63734 BL10415
ortholog_1955 g63735 BL02495
ortholog_1956 g63743 BL12430
ortholog_1957 g63744 BL05149
ortholog_1958 g63748 BL08116
ortholog_1959 g63753 BL04239
ortholog_1960 g63758 BL11994
ortholog_1961 g63780 BL05326
ortholog_1962 g63782 BL16688
ortholog_1963 g63811 BL05440
ortholog_1964 g63840 BL11303
ortholog_1965 g63862 BL10280
ortholog_1966 g63877 BL19676
ortholog_1967 g63883 BL19669
ortholog_1968 g64004 BL19715
ortholog_1969 g64007 BL14290
ortholog_1970 g64009 BL09547
ortholog_1971 g64026 BL05329
ortholog_1972 g64039 BL02530
ortholog_1973 g64040 BL23968
ortholog_1974 g64049 BL05177
ortholog_1975 g64055 BL05020
ortholog_1976 g64100 BL05365
ortholog_1977 g64124 BL12442
ortholog_1978 g64128 BL12910
ortholog_1979 g64142 BL04020
ortholog_1980 g64156 BL04974
ortholog_1981 g64212 BL05475
ortholog_1982 g64217 BL12047
ortholog_1983 g64227 BL05134
ortholog_1984 g64231 BL05128
ortholog_1985 g64240 BL19661
ortholog_1986 g64274 BL05040
ortholog_1987 g64307 BL05028
ortholog_1988 g64320 BL10419
ortholog_1989 g64324 BL05026
ortholog_1990 g64327 BL10427
ortholog_1991 g64342 BL05268
ortholog_1992 g64349 BL10802
ortholog_1993 g64357 BL00087
ortholog_1994 g64360 BL05006
ortholog_1995 g64373 BL10352
ortholog_1996 g64381 BL05360
ortholog_1997 g64404 BL05052
ortholog_1998 g64409 BL26886
ortholog_1999 g64452 BL19652
ortholog_2000 g64473 BL05191
ortholog_2001 g64512 BL05069
ortholog_2002 g64537 BL19739
ortholog_2003 g64541 BL10298
ortholog_2004 g64542 BL10052
ortholog_2005 g64583 BL05422
ortholog_2006 g64594 BL05081
ortholog_2007 g64601 BL19708
ortholog_2008 g64617 BL19709
ortholog_2009 g64635 BL04940
ortholog_2010 g64669 BL03603
ortholog_2011 g64704 BL05181
ortholog_2012 g64716 BL05185
ortholog_2013 g64720 BL05188
ortholog_2014 g64773 BL05050
ortholog_2015 g64791 BL19973
ortholog_2016 g64800 BL02524
ortholog_2017 g64807 BL04984
ortholog_2018 g64811 BL04982
ortholog_2019 g64827 BL21707
ortholog_2020 g64833 BL12432
ortholog_2021 g64838 BL11094
ortholog_2022 g64845 BL10408
ortholog_2023 g64871 BL07051
ortholog_2024 g64897 BL02529
ortholog_2025 g64924 BL01635
ortholog_2026 g64979 BL05194
ortholog_2027 g64996 BL10284
ortholog_2028 g65045 BL04999
ortholog_2029 g65049 BL07193
ortholog_2030 g65083 BL10000
ortholog_2031 g65084 BL02518
ortholog_2032 g65093 BL05109
ortholog_2033 g65097 BL05171
ortholog_2034 g65110 BL19754
ortholog_2035 g65113 BL05272
ortholog_2036 g65121 BL12462
ortholog_2037 g65126 BL12884
ortholog_2038 g65130 BL12883
ortholog_2039 g65141 BL12882
ortholog_2040 g65165 BL12881
ortholog_2041 g65168 BL05516
ortholog_2042 g65178 BL19958
ortholog_2043 g65183 BL05262
ortholog_2044 g65185 BL04986
ortholog_2045 g65186 BL05299
ortholog_2046 g65189 BL05306
ortholog_2047 g65237 BL05346
ortholog_2048 g65238 BL22187
ortholog_2049 g65270 BL17843
ortholog_2050 g65291 BL10273
ortholog_2051 g65292 BL10275
ortholog_2052 g65298 BL05497
ortholog_2053 g65310 BL19693
ortholog_2054 g65317 BL14451
ortholog_2055 g65328 BL16685
ortholog_2056 g65385 BL10074
ortholog_2057 g65422 BL03403
ortholog_2058 g65429 BL05251
ortholog_2059 g65430 BL19759
ortholog_2060 g65435 BL05491
ortholog_2061 g65489 BL05275
ortholog_2062 g65495 BL10334
ortholog_2063 g65509 BL22255
ortholog_2064 g65539 BL05142
ortholog_2065 g65557 BL05078
ortholog_2066 g65561 BL05079
ortholog_2067 g65570 BL05260
ortholog_2068 g65598 BL10688
ortholog_2069 g65627 BL05311
ortholog_2070 g65636 BL05068
ortholog_2071 g65646 BL05112
ortholog_2072 g65662 BL05559
ortholog_2073 g65679 BL03585
ortholog_2074 g65688 BL12030
ortholog_2075 g65693 BL05502
ortholog_2076 g65704 BL03623
ortholog_2077 g65756 BL05357
ortholog_2078 g65804 BL00497
ortholog_2079 g65910 BL05258
ortholog_2080 g65918 BL04942
ortholog_2081 g65931 BL04941
ortholog_2082 g65966 BL02509
ortholog_2083 g65989 BL27313
ortholog_2084 g65995 BL11691
ortholog_2085 g66001 BL00017
ortholog_2086 g66012 BL05476
ortholog_2087 g66021 BL05145
ortholog_2088 g66022 BL05143
ortholog_2089 g66038 BL26394
ortholog_2090 g66045 BL25740
ortholog_2091 g66047 BL02510
ortholog_2092 g66051 BL07514
ortholog_2093 g66056 BL05508
ortholog_2094 g66065 BL00088
ortholog_2095 g66067 BL05001
ortholog_2096 g66074 BL05318
ortholog_2097 g66079 BL05319
ortholog_2098 g66084 BL05320
ortholog_2099 g66087 BL05321
ortholog_2100 g66136 BL05509
ortholog_2101 g66150 BL05473
ortholog_2102 g66159 BL10312
ortholog_2103 g66199 BL12433
ortholog_2104 g66213 BL15431
ortholog_2105 g66222 BL15846
ortholog_2106 g66223 BL15847
ortholog_2107 g66247 BL21949
ortholog_2108 g66249 BL05388
ortholog_2109 g66256 BL22283
ortholog_2110 g66263 BL05197
ortholog_2111 g66264 BL05196
ortholog_2112 g66287 BL05451
ortholog_2113 g66361 BL06083
ortholog_2114 g66393 BL05292
ortholog_2115 g66578 BL19664
ortholog_2116 g66592 BL09581
ortholog_2117 g66655 BL05370
ortholog_2118 g66708 BL07828
ortholog_2119 g66727 BL12420
ortholog_2120 g66743 BL05386
ortholog_2121 g66751 BL05498
ortholog_2122 g66765 BL05472
ortholog_2123 g67333 BL04574
ortholog_2124 g67335 BL21291
ortholog_2125 g67533 BL22951
ortholog_2126 g67585 BL16540
ortholog_2127 g67635 BL05989
ortholog_2128 g67675 BL06196
ortholog_2129 g67682 BL06472
ortholog_2130 g67687 BL05979
ortholog_2131 g67695 BL07071
ortholog_2132 g67710 BL07072
ortholog_2133 g67740 BL05541
ortholog_2134 g67741 BL21221
ortholog_2135 g67745 BL15883
ortholog_2136 g67797 BL06199
ortholog_2137 g67801 BL06198
ortholog_2138 g67803 BL05151
ortholog_2139 g67809 BL20593
ortholog_2140 g67835 BL25048
ortholog_2141 g67864 BL07396
ortholog_2142 g67889 BL05863
ortholog_2143 g67890 BL06013
ortholog_2144 g67895 BL15912
ortholog_2145 g67946 BL06396
ortholog_2146 g67967 BL03692
ortholog_2147 g67986 BL06141
ortholog_2148 g67996 BL06237
ortholog_2149 g67999 BL14203
ortholog_2150 g68000 BL07049
ortholog_2151 g68013 BL06899
ortholog_2152 g68039 BL05876
ortholog_2153 g68044 BL06214
ortholog_2154 g68093 BL06201
ortholog_2155 g68104 BL03478
ortholog_2156 g68108 BL03479
ortholog_2157 g68109 BL13625
ortholog_2158 g68131 BL03417
ortholog_2159 g68174 BL03664
ortholog_2160 g68177 BL06177
ortholog_2161 g68196 BL07404
ortholog_2162 g68241 BL16429
ortholog_2163 g68274 BL15908
ortholog_2164 g68305 BL24377
ortholog_2165 g68311 BL24378
ortholog_2166 g68328 BL06209
ortholog_2167 g68344 BL06220
ortholog_2168 g68351 BL06326
ortholog_2169 g68353 BL06325
ortholog_2170 g68385 BL06046
ortholog_2171 g68394 BL07067
ortholog_2172 g68399 BL12247
ortholog_2173 g68420 BL21969
ortholog_2174 g68435 BL13239
ortholog_2175 g68468 BL05296
ortholog_2176 g68478 BL06976
ortholog_2177 g68481 BL06977
ortholog_2178 g68490 BL06282
ortholog_2179 g68500 BL18735
ortholog_2180 g68510 BL07657
ortholog_2181 g68543 BL06447
ortholog_2182 g68619 BL06113
ortholog_2183 g68627 BL16563
ortholog_2184 g68643 BL24368
ortholog_2185 g68656 BL06170
ortholog_2186 g68715 BL15871
ortholog_2187 g68720 BL15872
ortholog_2188 g68739 BL06248
ortholog_2189 g68759 BL13325
ortholog_2190 g68773 BL23627
ortholog_2191 g68782 BL25901
ortholog_2192 g68786 BL08392
ortholog_2193 g68790 BL05888
ortholog_2194 g68795 BL15033
ortholog_2195 g68798 BL06254
ortholog_2196 g68808 BL11045
ortholog_2197 g68824 BL06138
ortholog_2198 g68844 BL05857
ortholog_2199 g68845 BL04065
ortholog_2200 g68858 BL06921
ortholog_2201 g68884 BL24420
ortholog_2202 g68911 BL05871
ortholog_2203 g68918 BL08656
ortholog_2204 g68925 BL08655
ortholog_2205 g68956 BL06428
ortholog_2206 g68970 BL05861
ortholog_2207 g68977 BL07081
ortholog_2208 g68980 BL07080
ortholog_2209 g68982 BL03889
ortholog_2210 g69025 BL25603
ortholog_2211 g69029 BL06946
ortholog_2212 g69049 BL06291
ortholog_2213 g69057 BL08671
ortholog_2214 g69066 BL06136
ortholog_2215 g69085 BL06131
ortholog_2216 g69086 BL22833
ortholog_2217 g69094 BL06067
ortholog_2218 g69104 BL20550
ortholog_2219 g69110 BL16248
ortholog_2220 g69111 BL06132
ortholog_2221 g69116 BL17040
ortholog_2222 g69127 BL20068
ortholog_2223 g69162 BL07701
ortholog_2224 g69165 BL06232
ortholog_2225 g69208 BL06993
ortholog_2226 g69221 BL24698
ortholog_2227 g69223 BL25054
ortholog_2228 g69272 BL07243
ortholog_2229 g69277 BL12492
ortholog_2230 g69285 BL12501
ortholog_2231 g69352 BL27738
ortholog_2232 g69361 BL27842
ortholog_2233 g69417 BL03669
ortholog_2234 g69422 BL03670
ortholog_2235 g69429 BL06322
ortholog_2236 g69457 BL07752
ortholog_2237 g69458 BL24509
ortholog_2238 g69469 BL06076
ortholog_2239 g69491 BL05930
ortholog_2240 g69503 BL06260
ortholog_2241 g69512 BL06043
ortholog_2242 g69515 BL06041
ortholog_2243 g69550 BL07660
ortholog_2244 g69585 BL06341
ortholog_2245 g69595 BL07122
ortholog_2246 g69600 BL06116
ortholog_2247 g69621 BL06200
ortholog_2248 g69672 BL11195
ortholog_2249 g69685 BL05872
ortholog_2250 g69703 BL03656
ortholog_2251 g69704 BL24295
ortholog_2252 g69740 BL15877
ortholog_2253 g69772 BL06878
ortholog_2254 g69774 BL24379
ortholog_2255 g69778 BL24401
ortholog_2256 g69779 BL24400
ortholog_2257 g69783 BL24399
ortholog_2258 g69788 BL06010
ortholog_2259 g69797 BL06354
ortholog_2260 g69841 BL24597
ortholog_2261 g69848 BL06079
ortholog_2262 g69864 BL15891
ortholog_2263 g69870 BL27589
ortholog_2264 g69871 BL27590
ortholog_2265 g69872 BL27591
ortholog_2266 g69879 BL27588
ortholog_2267 g69886 BL27592
ortholog_2268 g69892 BL07751
ortholog_2269 g69902 BL07750
ortholog_2270 g69903 BL04733
ortholog_2271 g69908 BL07711
ortholog_2272 g69916 BL07712
ortholog_2273 g69934 BL03723
ortholog_2274 g69941 BL06369
ortholog_2275 g69944 BL18160
ortholog_2276 g69962 BL12505
ortholog_2277 g69964 BL12506
ortholog_2278 g69975 BL06365
ortholog_2279 g69983 BL03418
ortholog_2280 g70051 BL06281
ortholog_2281 g70053 BL06473
ortholog_2282 g70056 BL07667
ortholog_2283 g70117 BL07755
ortholog_2284 g70129 BL06133
ortholog_2285 g70142 BL06959
ortholog_2286 g70181 BL03426
ortholog_2287 g70192 BL06923
ortholog_2288 g70194 BL06902
ortholog_2289 g70199 BL06904
ortholog_2290 g70208 BL24837
ortholog_2291 g70219 BL07608
ortholog_2292 g70296 BL28072
ortholog_2293 g70300 BL04377
ortholog_2294 g70302 BL07633
ortholog_2295 g70309 BL06139
ortholog_2296 g70315 BL06337
ortholog_2297 g70326 BL03310
ortholog_2298 g70333 BL07036
ortholog_2299 g70334 BL19700
ortholog_2300 g70350 BL25331
ortholog_2301 g70383 BL06178
ortholog_2302 g70398 BL25155
ortholog_2303 g70401 BL07960
ortholog_2304 g70412 BL19253
ortholog_2305 g70422 BL03678
ortholog_2306 g70437 BL03305
ortholog_2307 g70531 BL21534
ortholog_2308 g70549 BL23641
ortholog_2309 g70576 BL03717
ortholog_2310 g70598 BL24372
ortholog_2311 g70615 BL05488
ortholog_2312 g70616 BL02887
ortholog_2313 g70620 BL02889
ortholog_2314 g70631 BL02888
ortholog_2315 g70703 BL07653
ortholog_2316 g70724 BL16773
ortholog_2317 g70741 BL03275
ortholog_2318 g70743 BL03277
ortholog_2319 g70748 BL03276
ortholog_2320 g70769 BL20264
ortholog_2321 g70780 BL16509
ortholog_2322 g70802 BL12820
ortholog_2323 g70848 BL06261
ortholog_2324 g70850 BL16939
ortholog_2325 g70875 BL06406
ortholog_2326 g70883 BL24320
ortholog_2327 g70931 BL24321
ortholog_2328 g70941 BL11001
ortholog_2329 g70952 BL06275
ortholog_2330 g70979 BL11282
ortholog_2331 g71036 BL03293
ortholog_2332 g71061 BL07659
ortholog_2333 g71073 BL07688
ortholog_2334 g71078 BL07687
ortholog_2335 g71109 BL06310
ortholog_2336 g71122 BL06917
ortholog_2337 g71138 BL07079
ortholog_2338 g71140 BL22042
ortholog_2339 g71141 BL07756
ortholog_2340 g71149 BL06186
ortholog_2341 g71195 BL23144
ortholog_2342 g71232 BL07019
ortholog_2343 g71233 BL07070
ortholog_2344 g71254 BL14468
ortholog_2345 g71270 BL06173
ortholog_2346 g71279 BL00203
ortholog_2347 g71327 BL07685
ortholog_2348 g71331 BL06119
ortholog_2349 g71397 BL23869
ortholog_2350 g71398 BL24184
ortholog_2351 g71400 BL20042
ortholog_2352 g71413 BL06235
ortholog_2353 g71418 BL06374
ortholog_2354 g71434 BL12145
ortholog_2355 g71452 BL08674
ortholog_2356 g71459 BL06182
ortholog_2357 g71478 BL06238
ortholog_2358 g71492 BL07691
ortholog_2359 g71523 BL06101
ortholog_2360 g71524 BL06197
ortholog_2361 g71526 BL24310
ortholog_2362 g71531 BL03691
ortholog_2363 g71544 BL03458
ortholog_2364 g71547 BL03459
ortholog_2365 g71563 BL24309
ortholog_2366 g71608 BL27375
ortholog_2367 g71610 BL04198
ortholog_2368 g71611 BL13312
ortholog_2369 g71612 BL04202
ortholog_2370 g71613 BL05977
ortholog_2371 g71652 BL06278
ortholog_2372 g71656 BL05987
ortholog_2373 g71663 BL05985
ortholog_2374 g71676 BL06991
ortholog_2375 g71737 BL24388
ortholog_2376 g71764 BL07447
ortholog_2377 g71769 BL07448
ortholog_2378 g71774 BL06868
ortholog_2379 g71778 BL07381
ortholog_2380 g71792 BL12507
ortholog_2381 g71810 BL06145
ortholog_2382 g71811 BL00075
ortholog_2383 g71836 BL24349
ortholog_2384 g71871 BL24348
ortholog_2385 g71875 BL24346
ortholog_2386 g71882 BL06149
ortholog_2387 g71883 BL06148
ortholog_2388 g71884 BL06146
ortholog_2389 g71907 BL05877
ortholog_2390 g71911 BL05878
ortholog_2391 g71913 BL12232
ortholog_2392 g71921 BL12231
ortholog_2393 g71929 BL06990
ortholog_2394 g71938 BL03416
ortholog_2395 g71944 BL24412
ortholog_2396 g71956 BL16438
ortholog_2397 g71958 BL07714
ortholog_2398 g71964 BL07713
ortholog_2399 g72000 BL06362
ortholog_2400 g72004 BL06935
ortholog_2401 g72006 BL06936
ortholog_2402 g72016 BL07670
ortholog_2403 g72020 BL07669
ortholog_2404 g72069 BL08734
ortholog_2405 g72116 BL03355
ortholog_2406 g72120 BL05992
ortholog_2407 g72123 BL06879
ortholog_2408 g72136 BL06979
ortholog_2409 g72218 BL10839
ortholog_2410 g72302 BL05988
ortholog_2411 g72338 BL24538
ortholog_2412 g72341 BL27557
ortholog_2413 g72359 BL25766
ortholog_2414 g72374 BL08312
ortholog_2415 g72375 BL07632
ortholog_2416 g72383 BL04675
ortholog_2417 g72408 BL08662
ortholog_2418 g72428 BL08661
ortholog_2419 g72430 BL08660
ortholog_2420 g72437 BL05886
ortholog_2421 g72476 BL05938
ortholog_2422 g72481 BL24244
ortholog_2423 g72486 BL05901
ortholog_2424 g72490 BL24287
ortholog_2425 g72499 BL24288
ortholog_2426 g72501 BL03710
ortholog_2427 g72505 BL03709
ortholog_2428 g72508 BL22073
ortholog_2429 g72524 BL24393
ortholog_2430 g72526 BL06036
ortholog_2431 g72527 BL05101
ortholog_2432 g72535 BL21196
ortholog_2433 g72579 BL07235
ortholog_2434 g72582 BL07011
ortholog_2435 g72584 BL07239
ortholog_2436 g72636 BL07716
ortholog_2437 g72669 BL22474
ortholog_2438 g72671 BL18226
ortholog_2439 g72678 BL02157
ortholog_2440 g72684 BL06389
ortholog_2441 g72689 BL07634
ortholog_2442 g72698 BL07621
ortholog_2443 g72709 BL07624
ortholog_2444 g72712 BL07692
ortholog_2445 g72742 BL08720
ortholog_2446 g72753 BL03697
ortholog_2447 g72756 BL03705
ortholog_2448 g72774 BL03685
ortholog_2449 g72778 BL05890
ortholog_2450 g72780 BL15092
ortholog_2451 g72839 BL06342
ortholog_2452 g72841 BL06343
ortholog_2453 g72842 BL18510
ortholog_2454 g72881 BL07241
ortholog_2455 g72896 BL06351
ortholog_2456 g72900 BL25469
ortholog_2457 g72920 BL06259
ortholog_2458 g72923 BL19635
ortholog_2459 g72929 BL01687
ortholog_2460 g72931 BL06348
ortholog_2461 g72934 BL06359
ortholog_2462 g72953 BL03662
ortholog_2463 g72963 BL24387
ortholog_2464 g72972 BL06480
ortholog_2465 g72973 BL06482
ortholog_2466 g73010 BL06009
ortholog_2467 g73024 BL06210
ortholog_2468 g73039 BL13309
ortholog_2469 g73058 BL03223
ortholog_2470 g73066 BL05926
ortholog_2471 g73074 BL21715
ortholog_2472 g73082 BL07333
ortholog_2473 g73086 BL20525
ortholog_2474 g73114 BL06103
ortholog_2475 g73152 BL06499
ortholog_2476 g73183 BL23335
ortholog_2477 g73187 BL05884
ortholog_2478 g73205 BL13563
ortholog_2479 g73209 BL08651
ortholog_2480 g73215 BL08650
ortholog_2481 g73245 BL03454
ortholog_2482 g73246 BL03455
ortholog_2483 g73247 BL03456
ortholog_2484 g73248 BL06290
ortholog_2485 g73253 BL06155
ortholog_2486 g73263 BL06156
ortholog_2487 g73264 BL05981
ortholog_2488 g73274 BL06222
ortholog_2489 g73279 BL06280
ortholog_2490 g73281 BL05858
ortholog_2491 g73288 BL06106
ortholog_2492 g73301 BL02653
ortholog_2493 g73319 BL06183
ortholog_2494 g73378 BL05909
ortholog_2495 g73389 BL05908
ortholog_2496 g73393 BL03632
ortholog_2497 g73397 BL06378
ortholog_2498 g73414 BL14032
ortholog_2499 g73426 BL14665
ortholog_2500 g73432 BL06443
ortholog_2501 g73504 BL14912
ortholog_2502 g73533 BL08041
ortholog_2503 g73549 BL07073
ortholog_2504 g73667 BL27173
ortholog_2505 g73681 BL07024
ortholog_2506 g73735 BL07249
ortholog_2507 g73752 BL24402
ortholog_2508 g73759 BL07748
ortholog_2509 g73771 BL07699
ortholog_2510 g73793 BL04409
ortholog_2511 g73795 BL07639
ortholog_2512 g73802 BL25344
ortholog_2513 g73815 BL03278
ortholog_2514 g73865 BL27548
ortholog_2515 g73870 BL06872
ortholog_2516 g73873 BL15948
ortholog_2517 g73886 BL07332
ortholog_2518 g73944 BL07069
ortholog_2519 g73950 BL07571
ortholog_2520 g73951 BL07572
ortholog_2521 g73956 BL07573
ortholog_2522 g73960 BL07574
ortholog_2523 g73979 BL15427
ortholog_2524 g73981 BL07707
ortholog_2525 g73995 BL07022
ortholog_2526 g73997 BL07021
ortholog_2527 g73999 BL15800
ortholog_2528 g74008 BL20135
ortholog_2529 g74079 BL15911
ortholog_2530 g74083 BL15910
ortholog_2531 g74089 BL03453
ortholog_2532 g74093 BL03287
ortholog_2533 g74154 BL07693
ortholog_2534 g74243 BL06975
ortholog_2535 g74267 BL06056
ortholog_2536 g74274 BL03719
ortholog_2537 g74289 BL03684
ortholog_2538 g74293 BL06066
ortholog_2539 g74301 BL24361
ortholog_2540 g74309 BL24422
ortholog_2541 g74314 BL05129
ortholog_2542 g74323 BL06233
ortholog_2543 g74328 BL05873
ortholog_2544 g74341 BL15963
ortholog_2545 g74348 BL03657
ortholog_2546 g74368 BL07375
ortholog_2547 g74423 BL06185
ortholog_2548 g74446 BL07735
ortholog_2549 g74550 BL06318
ortholog_2550 g74581 BL06419
ortholog_2551 g74583 BL06016
ortholog_2552 g74613 BL07606
ortholog_2553 g74619 BL04471
ortholog_2554 g74622 BL25248
ortholog_2555 g74623 BL06077
ortholog_2556 g74628 BL08337
ortholog_2557 g74637 BL15915
ortholog_2558 g74641 BL15914
ortholog_2559 g74642 BL07074
ortholog_2560 g74651 BL06339
ortholog_2561 g74653 BL03721
ortholog_2562 g74657 BL06188
ortholog_2563 g74689 BL03698
ortholog_2564 g74693 BL05933
ortholog_2565 g74695 BL06309
ortholog_2566 g74698 BL06306
ortholog_2567 g74699 BL24300
ortholog_2568 g74708 BL08664
ortholog_2569 g74723 BL07844
ortholog_2570 g74728 BL07045
ortholog_2571 g74874 BL06391
ortholog_2572 g74879 BL06392
ortholog_2573 g74902 BL06463
ortholog_2574 g74906 BL06465
ortholog_2575 g74909 BL06466
ortholog_2576 g74911 BL02845
ortholog_2577 g74926 BL07663
ortholog_2578 g74930 BL07664
ortholog_2579 g74944 BL07668
ortholog_2580 g74969 BL07665
ortholog_2581 g74984 BL07655
ortholog_2582 g74986 BL25329
ortholog_2583 g75026 BL06055
ortholog_2584 g75042 BL18053
ortholog_2585 g75071 BL20993
ortholog_2586 g75094 BL24318
ortholog_2587 g75101 BL05983
ortholog_2588 g75156 BL10377
ortholog_2589 g75188 BL15876
ortholog_2590 g75208 BL06489
ortholog_2591 g75213 BL06487
ortholog_2592 g75216 BL05984
ortholog_2593 g75222 BL06488
ortholog_2594 g75283 BL06858
ortholog_2595 g75293 BL03217
ortholog_2596 g75376 BL15909
ortholog_2597 g75378 BL26432
ortholog_2598 g75397 BL07645
ortholog_2599 g75426 BL23183
ortholog_2600 g75429 BL22533
ortholog_2601 g75430 BL07647
ortholog_2602 g75472 BL04770
ortholog_2603 g75484 BL27117
ortholog_2604 g75486 BL03410
ortholog_2605 g75500 BL07032
ortholog_2606 g75506 BL07578
ortholog_2607 g75510 BL15892
ortholog_2608 g75521 BL08003
ortholog_2609 g75523 BL22634
ortholog_2610 g75524 BL08006
ortholog_2611 g75533 BL22722
ortholog_2612 g75540 BL01206
ortholog_2613 g75552 BL06203
ortholog_2614 g75557 BL25326
ortholog_2615 g75564 BL25327
ortholog_2616 g75588 BL01202
ortholog_2617 g75593 BL06025
ortholog_2618 g75608 BL06027
