ortholog_1 Parliv_PL00053 gene-HOLleu_28958
ortholog_2316 Parliv_PL09505 gene-HOLleu_09210
ortholog_2317 Parliv_PL10274 gene-HOLleu_08574
ortholog_2318 Parliv_PL08278 gene-HOLleu_32691
ortholog_2319 Parliv_PL10889 gene-HOLleu_09128
ortholog_2320 Parliv_PL08787 gene-HOLleu_07023
ortholog_2321 Parliv_PL08390 gene-HOLleu_07020
ortholog_2322 Parliv_PL08093 gene-HOLleu_33752
ortholog_2323 Parliv_PL08419 gene-HOLleu_07260
ortholog_2324 Parliv_PL08181 gene-HOLleu_09114
ortholog_2325 Parliv_PL08420 gene-HOLleu_09115
ortholog_2326 Parliv_PL08132 gene-HOLleu_16055
ortholog_2327 Parliv_PL08726 gene-HOLleu_08893
ortholog_2328 Parliv_PL10391 gene-HOLleu_08891
ortholog_2329 Parliv_PL10502 gene-HOLleu_07285
ortholog_2330 Parliv_PL11266 gene-HOLleu_07454
ortholog_2331 Parliv_PL11143 gene-HOLleu_08070
ortholog_2332 Parliv_PL10651 gene-HOLleu_07064
ortholog_2333 Parliv_PL08330 gene-HOLleu_07117
ortholog_2334 Parliv_PL09220 gene-HOLleu_08283
ortholog_2335 Parliv_PL08607 gene-HOLleu_08774
ortholog_2336 Parliv_PL09265 gene-HOLleu_08125
ortholog_2337 Parliv_PL08338 gene-HOLleu_08126
ortholog_2338 Parliv_PL11183 gene-HOLleu_08130
ortholog_2339 Parliv_PL11211 gene-HOLleu_09248
ortholog_2340 Parliv_PL09759 gene-HOLleu_09249
ortholog_2341 Parliv_PL11058 gene-HOLleu_08264
ortholog_2342 Parliv_PL10060 gene-HOLleu_08263
ortholog_2343 Parliv_PL09615 gene-HOLleu_08401
ortholog_2344 Parliv_PL08048 gene-HOLleu_29539
ortholog_2345 Parliv_PL08331 gene-HOLleu_41301
ortholog_2346 Parliv_PL11012 gene-HOLleu_08968
ortholog_2347 Parliv_PL11132 gene-HOLleu_08950
ortholog_2348 Parliv_PL10738 gene-HOLleu_08951
ortholog_2349 Parliv_PL09423 gene-HOLleu_08874
ortholog_2350 Parliv_PL08023 gene-HOLleu_22121
ortholog_2351 Parliv_PL08334 gene-HOLleu_21342
ortholog_2352 Parliv_PL09730 gene-HOLleu_21099
ortholog_2353 Parliv_PL08597 gene-HOLleu_43091
ortholog_2354 Parliv_PL08557 gene-HOLleu_21786
ortholog_2355 Parliv_PL10471 gene-HOLleu_22256
ortholog_2356 Parliv_PL08551 gene-HOLleu_34802
ortholog_2357 Parliv_PL09268 gene-HOLleu_21033
ortholog_2358 Parliv_PL09058 gene-HOLleu_21385
ortholog_2359 Parliv_PL09569 gene-HOLleu_22677
ortholog_2360 Parliv_PL11109 gene-HOLleu_22676
ortholog_2361 Parliv_PL10865 gene-HOLleu_44525
ortholog_2362 Parliv_PL11051 gene-HOLleu_22552
ortholog_2363 Parliv_PL08732 gene-HOLleu_21919
ortholog_2364 Parliv_PL11097 gene-HOLleu_22161
ortholog_2365 Parliv_PL09720 gene-HOLleu_22314
ortholog_2366 Parliv_PL08333 gene-HOLleu_22433
ortholog_2367 Parliv_PL09728 gene-HOLleu_20940
ortholog_2368 Parliv_PL09695 gene-HOLleu_21850
ortholog_2369 Parliv_PL10737 gene-HOLleu_36756
ortholog_2370 Parliv_PL11067 gene-HOLleu_21080
ortholog_2371 Parliv_PL09844 gene-HOLleu_22408
ortholog_2372 Parliv_PL09091 gene-HOLleu_16354
ortholog_2373 Parliv_PL09945 gene-HOLleu_04435
ortholog_2374 Parliv_PL09480 gene-HOLleu_22420
ortholog_2375 Parliv_PL08641 gene-HOLleu_22421
ortholog_2376 Parliv_PL09564 gene-HOLleu_21851
ortholog_2377 Parliv_PL09055 gene-HOLleu_21853
ortholog_2378 Parliv_PL09323 gene-HOLleu_21129
ortholog_2379 Parliv_PL10508 gene-HOLleu_21658
ortholog_2380 Parliv_PL10470 gene-HOLleu_21655
ortholog_2381 Parliv_PL08784 gene-HOLleu_22287
ortholog_2382 Parliv_PL10632 gene-HOLleu_22286
ortholog_2383 Parliv_PL11119 gene-HOLleu_21529
ortholog_2384 Parliv_PL09074 gene-HOLleu_21528
ortholog_2385 Parliv_PL08714 gene-HOLleu_21659
ortholog_2386 Parliv_PL10226 gene-HOLleu_22531
ortholog_2387 Parliv_PL08205 gene-HOLleu_22750
ortholog_2388 Parliv_PL10521 gene-HOLleu_22422
ortholog_2389 Parliv_PL09746 gene-HOLleu_18614
ortholog_2390 Parliv_PL08471 gene-HOLleu_40985
ortholog_2391 Parliv_PL09696 gene-HOLleu_21023
ortholog_2392 Parliv_PL10371 gene-HOLleu_34411
ortholog_2393 Parliv_PL10922 gene-HOLleu_22564
ortholog_2394 Parliv_PL08943 gene-HOLleu_44369
ortholog_2395 Parliv_PL08445 gene-HOLleu_40981
ortholog_2396 Parliv_PL08618 gene-HOLleu_09065
ortholog_2397 Parliv_PL09995 gene-HOLleu_21816
ortholog_2398 Parliv_PL09938 gene-HOLleu_22401
ortholog_2399 Parliv_PL08191 gene-HOLleu_00794
ortholog_2400 Parliv_PL10558 gene-HOLleu_21934
ortholog_2401 Parliv_PL08777 gene-HOLleu_21826
ortholog_2402 Parliv_PL09886 gene-HOLleu_22020
ortholog_2403 Parliv_PL10071 gene-HOLleu_22560
ortholog_2404 Parliv_PL09070 gene-HOLleu_22555
ortholog_2405 Parliv_PL08159 gene-HOLleu_22461
ortholog_2406 Parliv_PL11296 gene-HOLleu_21567
ortholog_2407 Parliv_PL08549 gene-HOLleu_21521
ortholog_2408 Parliv_PL09528 gene-HOLleu_10379
ortholog_2409 Parliv_PL09208 gene-HOLleu_29642
ortholog_2410 Parliv_PL09212 gene-HOLleu_21354
ortholog_2411 Parliv_PL09205 gene-HOLleu_38730
ortholog_2412 Parliv_PL08750 gene-HOLleu_25703
ortholog_2413 Parliv_PL11231 gene-HOLleu_21317
ortholog_2414 Parliv_PL10004 gene-HOLleu_21318
ortholog_2415 Parliv_PL09890 gene-HOLleu_21319
ortholog_2416 Parliv_PL08928 gene-HOLleu_22226
ortholog_2417 Parliv_PL08188 gene-HOLleu_18518
ortholog_2418 Parliv_PL10045 gene-HOLleu_18613
ortholog_2419 Parliv_PL10684 gene-HOLleu_21152
ortholog_2420 Parliv_PL09363 gene-HOLleu_36967
ortholog_2421 Parliv_PL08754 gene-HOLleu_21440
ortholog_2422 Parliv_PL08437 gene-HOLleu_21441
ortholog_2423 Parliv_PL10669 gene-HOLleu_21428
ortholog_2424 Parliv_PL10714 gene-HOLleu_21568
ortholog_2425 Parliv_PL09383 gene-HOLleu_22379
ortholog_2426 Parliv_PL10993 gene-HOLleu_22502
ortholog_2427 Parliv_PL09334 gene-HOLleu_21857
ortholog_2428 Parliv_PL10162 gene-HOLleu_21735
ortholog_2429 Parliv_PL08126 gene-HOLleu_21776
ortholog_2430 Parliv_PL10757 gene-HOLleu_21941
ortholog_2431 Parliv_PL08584 gene-HOLleu_21729
ortholog_2432 Parliv_PL08075 gene-HOLleu_21730
ortholog_2433 Parliv_PL08011 gene-HOLleu_22598
ortholog_2434 Parliv_PL09259 gene-HOLleu_21880
ortholog_2435 Parliv_PL11087 gene-HOLleu_21881
ortholog_2436 Parliv_PL09428 gene-HOLleu_21824
ortholog_2437 Parliv_PL09034 gene-HOLleu_29571
ortholog_2438 Parliv_PL10574 gene-HOLleu_21825
ortholog_2439 Parliv_PL11325 gene-HOLleu_21609
ortholog_2440 Parliv_PL10281 gene-HOLleu_21906
ortholog_2441 Parliv_PL10817 gene-HOLleu_22273
ortholog_2442 Parliv_PL11103 gene-HOLleu_21731
ortholog_2443 Parliv_PL09857 gene-HOLleu_20875
ortholog_2444 Parliv_PL10481 gene-HOLleu_14096
ortholog_2445 Parliv_PL09292 gene-HOLleu_21093
ortholog_2446 Parliv_PL08135 gene-HOLleu_20883
ortholog_2447 Parliv_PL10629 gene-HOLleu_21780
ortholog_2448 Parliv_PL10708 gene-HOLleu_21803
ortholog_2449 Parliv_PL10089 gene-HOLleu_28081
ortholog_2450 Parliv_PL08728 gene-HOLleu_22528
ortholog_2451 Parliv_PL09469 gene-HOLleu_12388
ortholog_2452 Parliv_PL10681 gene-HOLleu_11768
ortholog_2453 Parliv_PL09542 gene-HOLleu_21831
ortholog_2454 Parliv_PL11358 gene-HOLleu_22665
ortholog_2455 Parliv_PL11319 gene-HOLleu_06813
ortholog_2456 Parliv_PL10412 gene-HOLleu_21940
ortholog_2457 Parliv_PL10325 gene-HOLleu_21938
ortholog_2458 Parliv_PL09771 gene-HOLleu_21943
ortholog_2459 Parliv_PL11348 gene-HOLleu_21710
ortholog_2460 Parliv_PL11322 gene-HOLleu_43056
ortholog_2461 Parliv_PL09670 gene-HOLleu_21746
ortholog_2462 Parliv_PL09429 gene-HOLleu_21745
ortholog_2463 Parliv_PL10183 gene-HOLleu_20898
ortholog_2464 Parliv_PL09024 gene-HOLleu_22565
ortholog_2465 Parliv_PL10382 gene-HOLleu_22434
ortholog_2466 Parliv_PL09641 gene-HOLleu_35906
ortholog_2467 Parliv_PL11077 gene-HOLleu_21610
ortholog_2468 Parliv_PL11193 gene-HOLleu_21952
ortholog_2469 Parliv_PL09602 gene-HOLleu_21847
ortholog_2470 Parliv_PL10514 gene-HOLleu_10620
ortholog_2471 Parliv_PL09115 gene-HOLleu_22443
ortholog_2472 Parliv_PL09054 gene-HOLleu_22077
ortholog_2473 Parliv_PL11207 gene-HOLleu_22424
ortholog_2474 Parliv_PL08007 gene-HOLleu_22425
ortholog_2475 Parliv_PL08285 gene-HOLleu_21916
ortholog_2476 Parliv_PL10601 gene-HOLleu_22512
ortholog_2477 Parliv_PL10005 gene-HOLleu_15819
ortholog_2478 Parliv_PL08925 gene-HOLleu_21493
ortholog_2479 Parliv_PL08071 gene-HOLleu_08322
ortholog_2480 Parliv_PL08930 gene-HOLleu_22406
ortholog_2481 Parliv_PL10039 gene-HOLleu_44539
ortholog_2482 Parliv_PL09418 gene-HOLleu_21893
ortholog_2483 Parliv_PL09238 gene-HOLleu_26959
ortholog_2484 Parliv_PL10945 gene-HOLleu_07048
ortholog_2485 Parliv_PL10250 gene-HOLleu_07897
ortholog_2486 Parliv_PL10916 gene-HOLleu_07630
ortholog_2487 Parliv_PL07996 gene-HOLleu_07628
ortholog_2488 Parliv_PL10804 gene-HOLleu_07575
ortholog_2489 Parliv_PL10253 gene-HOLleu_07484
ortholog_2490 Parliv_PL09858 gene-HOLleu_07477
ortholog_2491 Parliv_PL09404 gene-HOLleu_08884
ortholog_2492 Parliv_PL08013 gene-HOLleu_08889
ortholog_2493 Parliv_PL11042 gene-HOLleu_07946
ortholog_2494 Parliv_PL08155 gene-HOLleu_08847
ortholog_2495 Parliv_PL10108 gene-HOLleu_07324
ortholog_2496 Parliv_PL11270 gene-HOLleu_09185
ortholog_2497 Parliv_PL10085 gene-HOLleu_09189
ortholog_2498 Parliv_PL08177 gene-HOLleu_09225
ortholog_2499 Parliv_PL10667 gene-HOLleu_09224
ortholog_2500 Parliv_PL08109 gene-HOLleu_07463
ortholog_2501 Parliv_PL09530 gene-HOLleu_07460
ortholog_2502 Parliv_PL09279 gene-HOLleu_07997
ortholog_2503 Parliv_PL09656 gene-HOLleu_08165
ortholog_2504 Parliv_PL08137 gene-HOLleu_08606
ortholog_2505 Parliv_PL10127 gene-HOLleu_08984
ortholog_2506 Parliv_PL09630 gene-HOLleu_09250
ortholog_2507 Parliv_PL08585 gene-HOLleu_08773
ortholog_2508 Parliv_PL08226 gene-HOLleu_07486
ortholog_2509 Parliv_PL08552 gene-HOLleu_07485
ortholog_2510 Parliv_PL10985 gene-HOLleu_07798
ortholog_2511 Parliv_PL08746 gene-HOLleu_43994
ortholog_2512 Parliv_PL09631 gene-HOLleu_08808
ortholog_2513 Parliv_PL10347 gene-HOLleu_21314
ortholog_2514 Parliv_PL08614 gene-HOLleu_07092
ortholog_2515 Parliv_PL11349 gene-HOLleu_08185
ortholog_2516 Parliv_PL08752 gene-HOLleu_08184
ortholog_2517 Parliv_PL08797 gene-HOLleu_08106
ortholog_2518 Parliv_PL10549 gene-HOLleu_08105
ortholog_2519 Parliv_PL08473 gene-HOLleu_08104
ortholog_2520 Parliv_PL09041 gene-HOLleu_08103
ortholog_2521 Parliv_PL08959 gene-HOLleu_08656
ortholog_2522 Parliv_PL09304 gene-HOLleu_08654
ortholog_2523 Parliv_PL10362 gene-HOLleu_09008
ortholog_2524 Parliv_PL08456 gene-HOLleu_29156
ortholog_2525 Parliv_PL08934 gene-HOLleu_08154
ortholog_2526 Parliv_PL10070 gene-HOLleu_07711
ortholog_2527 Parliv_PL10425 gene-HOLleu_07319
ortholog_2528 Parliv_PL09031 gene-HOLleu_13193
ortholog_2529 Parliv_PL09407 gene-HOLleu_07321
ortholog_2530 Parliv_PL09658 gene-HOLleu_07322
ortholog_2531 Parliv_PL11157 gene-HOLleu_08402
ortholog_2532 Parliv_PL10154 gene-HOLleu_08702
ortholog_2533 Parliv_PL10097 gene-HOLleu_09315
ortholog_2534 Parliv_PL09867 gene-HOLleu_07608
ortholog_2535 Parliv_PL08388 gene-HOLleu_07610
ortholog_2536 Parliv_PL09046 gene-HOLleu_07611
ortholog_2537 Parliv_PL11174 gene-HOLleu_07612
ortholog_2538 Parliv_PL10201 gene-HOLleu_07615
ortholog_2539 Parliv_PL11335 gene-HOLleu_08072
ortholog_2540 Parliv_PL10355 gene-HOLleu_27864
ortholog_2541 Parliv_PL09574 gene-HOLleu_08604
ortholog_2542 Parliv_PL09144 gene-HOLleu_08281
ortholog_2543 Parliv_PL09258 gene-HOLleu_07704
ortholog_2544 Parliv_PL08265 gene-HOLleu_07699
ortholog_2545 Parliv_PL08956 gene-HOLleu_07698
ortholog_2546 Parliv_PL08325 gene-HOLleu_08014
ortholog_2547 Parliv_PL10244 gene-HOLleu_07761
ortholog_2548 Parliv_PL08061 gene-HOLleu_09035
ortholog_2549 Parliv_PL09195 gene-HOLleu_08138
ortholog_2550 Parliv_PL10194 gene-HOLleu_07924
ortholog_2551 Parliv_PL09468 gene-HOLleu_09183
ortholog_2552 Parliv_PL09300 gene-HOLleu_08241
ortholog_2553 Parliv_PL08518 gene-HOLleu_08247
ortholog_2554 Parliv_PL11197 gene-HOLleu_08182
ortholog_2555 Parliv_PL08441 gene-HOLleu_07680
ortholog_2556 Parliv_PL10525 gene-HOLleu_09232
ortholog_2557 Parliv_PL08292 gene-HOLleu_09236
ortholog_2558 Parliv_PL10499 gene-HOLleu_08155
ortholog_2559 Parliv_PL09353 gene-HOLleu_07161
ortholog_2560 Parliv_PL09796 gene-HOLleu_07159
ortholog_2561 Parliv_PL10265 gene-HOLleu_07794
ortholog_2562 Parliv_PL11220 gene-HOLleu_36127
ortholog_2563 Parliv_PL10456 gene-HOLleu_07113
ortholog_2564 Parliv_PL09821 gene-HOLleu_07217
ortholog_2565 Parliv_PL09062 gene-HOLleu_07222
ortholog_2566 Parliv_PL09399 gene-HOLleu_09203
ortholog_2567 Parliv_PL09507 gene-HOLleu_09202
ortholog_2568 Parliv_PL09504 gene-HOLleu_09201
ortholog_2569 Parliv_PL10975 gene-HOLleu_07228
ortholog_2570 Parliv_PL08924 gene-HOLleu_08883
ortholog_2571 Parliv_PL09038 gene-HOLleu_08882
ortholog_2572 Parliv_PL10046 gene-HOLleu_07942
ortholog_2573 Parliv_PL09815 gene-HOLleu_08881
ortholog_2574 Parliv_PL10577 gene-HOLleu_07374
ortholog_2575 Parliv_PL08483 gene-HOLleu_07354
ortholog_2576 Parliv_PL10851 gene-HOLleu_08200
ortholog_2577 Parliv_PL09100 gene-HOLleu_08641
ortholog_2578 Parliv_PL11255 gene-HOLleu_07326
ortholog_2579 Parliv_PL10671 gene-HOLleu_07781
ortholog_2580 Parliv_PL08955 gene-HOLleu_07634
ortholog_2581 Parliv_PL09241 gene-HOLleu_36815
ortholog_2582 Parliv_PL08833 gene-HOLleu_08772
ortholog_2583 Parliv_PL10926 gene-HOLleu_08300
ortholog_2584 Parliv_PL08213 gene-HOLleu_08676
ortholog_2585 Parliv_PL08661 gene-HOLleu_07170
ortholog_2586 Parliv_PL10044 gene-HOLleu_08953
ortholog_2587 Parliv_PL09743 gene-HOLleu_08516
ortholog_2588 Parliv_PL08037 gene-HOLleu_08510
ortholog_2589 Parliv_PL08889 gene-HOLleu_08509
ortholog_2590 Parliv_PL11081 gene-HOLleu_08506
ortholog_2591 Parliv_PL08020 gene-HOLleu_07475
ortholog_2592 Parliv_PL10303 gene-HOLleu_08878
ortholog_2593 Parliv_PL10134 gene-HOLleu_09040
ortholog_2594 Parliv_PL11241 gene-HOLleu_09042
ortholog_2595 Parliv_PL10087 gene-HOLleu_08945
ortholog_2596 Parliv_PL10803 gene-HOLleu_09083
ortholog_2597 Parliv_PL11290 gene-HOLleu_07392
ortholog_2598 Parliv_PL08147 gene-HOLleu_08952
ortholog_2599 Parliv_PL10076 gene-HOLleu_08967
ortholog_2600 Parliv_PL10389 gene-HOLleu_08011
ortholog_2601 Parliv_PL08266 gene-HOLleu_16149
ortholog_2602 Parliv_PL11280 gene-HOLleu_08570
ortholog_2603 Parliv_PL10215 gene-HOLleu_08862
ortholog_2604 Parliv_PL08499 gene-HOLleu_08857
ortholog_2605 Parliv_PL10635 gene-HOLleu_08865
ortholog_2606 Parliv_PL10292 gene-HOLleu_08869
ortholog_2607 Parliv_PL09492 gene-HOLleu_08870
ortholog_2608 Parliv_PL08931 gene-HOLleu_08831
ortholog_2609 Parliv_PL11251 gene-HOLleu_08832
ortholog_2610 Parliv_PL09008 gene-HOLleu_09247
ortholog_2611 Parliv_PL08442 gene-HOLleu_07178
ortholog_2612 Parliv_PL08446 gene-HOLleu_07179
ortholog_2613 Parliv_PL11163 gene-HOLleu_07191
ortholog_2614 Parliv_PL08543 gene-HOLleu_07192
ortholog_2615 Parliv_PL11263 gene-HOLleu_07193
ortholog_2616 Parliv_PL09015 gene-HOLleu_08436
ortholog_2617 Parliv_PL09777 gene-HOLleu_08439
ortholog_2618 Parliv_PL09912 gene-HOLleu_08440
ortholog_2619 Parliv_PL09059 gene-HOLleu_08026
ortholog_2620 Parliv_PL10573 gene-HOLleu_24240
ortholog_2621 Parliv_PL10845 gene-HOLleu_10835
ortholog_2622 Parliv_PL08609 gene-HOLleu_10576
ortholog_2623 Parliv_PL10188 gene-HOLleu_07793
ortholog_2624 Parliv_PL08386 gene-HOLleu_08523
ortholog_2625 Parliv_PL10200 gene-HOLleu_07568
ortholog_2626 Parliv_PL09084 gene-HOLleu_08995
ortholog_2627 Parliv_PL10214 gene-HOLleu_08996
ortholog_2628 Parliv_PL10596 gene-HOLleu_00768
ortholog_2629 Parliv_PL08906 gene-HOLleu_07969
ortholog_2630 Parliv_PL09065 gene-HOLleu_07968
ortholog_2631 Parliv_PL09203 gene-HOLleu_07165
ortholog_2632 Parliv_PL10592 gene-HOLleu_07164
ortholog_2633 Parliv_PL08001 gene-HOLleu_41042
ortholog_2634 Parliv_PL08045 gene-HOLleu_07727
ortholog_2635 Parliv_PL09088 gene-HOLleu_09043
ortholog_2636 Parliv_PL08751 gene-HOLleu_07736
ortholog_2637 Parliv_PL09460 gene-HOLleu_08409
ortholog_2638 Parliv_PL11308 gene-HOLleu_08408
ortholog_2639 Parliv_PL09519 gene-HOLleu_08050
ortholog_2640 Parliv_PL11082 gene-HOLleu_08240
ortholog_2641 Parliv_PL11177 gene-HOLleu_08083
ortholog_2642 Parliv_PL08421 gene-HOLleu_07078
ortholog_2643 Parliv_PL10649 gene-HOLleu_27786
ortholog_2644 Parliv_PL08823 gene-HOLleu_21732
ortholog_2645 Parliv_PL10312 gene-HOLleu_22279
ortholog_2646 Parliv_PL07985 gene-HOLleu_22753
ortholog_2647 Parliv_PL10703 gene-HOLleu_00527
ortholog_2648 Parliv_PL11318 gene-HOLleu_20944
ortholog_2649 Parliv_PL10427 gene-HOLleu_29150
ortholog_2650 Parliv_PL08826 gene-HOLleu_21437
ortholog_2651 Parliv_PL08474 gene-HOLleu_21892
ortholog_2652 Parliv_PL09654 gene-HOLleu_22000
ortholog_2653 Parliv_PL10010 gene-HOLleu_21737
ortholog_2654 Parliv_PL09361 gene-HOLleu_08335
ortholog_2655 Parliv_PL11285 gene-HOLleu_21094
ortholog_2656 Parliv_PL09801 gene-HOLleu_22403
ortholog_2657 Parliv_PL09175 gene-HOLleu_21031
ortholog_2658 Parliv_PL10910 gene-HOLleu_21026
ortholog_2659 Parliv_PL09885 gene-HOLleu_21313
ortholog_2660 Parliv_PL08487 gene-HOLleu_08590
ortholog_2661 Parliv_PL10813 gene-HOLleu_07657
ortholog_2662 Parliv_PL08447 gene-HOLleu_08346
ortholog_2663 Parliv_PL10958 gene-HOLleu_08342
ortholog_2664 Parliv_PL08066 gene-HOLleu_07368
ortholog_2665 Parliv_PL10699 gene-HOLleu_08353
ortholog_2666 Parliv_PL08064 gene-HOLleu_08354
ortholog_2667 Parliv_PL10545 gene-HOLleu_07046
ortholog_2668 Parliv_PL10497 gene-HOLleu_01057
ortholog_2669 Parliv_PL09965 gene-HOLleu_01680
ortholog_2670 Parliv_PL10414 gene-HOLleu_30638
ortholog_2671 Parliv_PL08590 gene-HOLleu_09146
ortholog_2672 Parliv_PL10029 gene-HOLleu_07569
ortholog_2673 Parliv_PL11257 gene-HOLleu_08517
ortholog_2674 Parliv_PL11303 gene-HOLleu_08424
ortholog_2675 Parliv_PL08701 gene-HOLleu_08181
ortholog_2676 Parliv_PL08017 gene-HOLleu_05327
ortholog_2677 Parliv_PL08464 gene-HOLleu_07225
ortholog_2678 Parliv_PL10492 gene-HOLleu_00489
ortholog_2679 Parliv_PL11226 gene-HOLleu_07226
ortholog_2680 Parliv_PL08454 gene-HOLleu_09156
ortholog_2681 Parliv_PL09812 gene-HOLleu_09157
ortholog_2682 Parliv_PL09884 gene-HOLleu_07267
ortholog_2683 Parliv_PL08969 gene-HOLleu_07268
ortholog_2684 Parliv_PL08336 gene-HOLleu_07269
ortholog_2685 Parliv_PL09806 gene-HOLleu_08994
ortholog_2686 Parliv_PL10365 gene-HOLleu_44094
ortholog_2687 Parliv_PL10700 gene-HOLleu_08552
ortholog_2688 Parliv_PL10054 gene-HOLleu_08551
ortholog_2689 Parliv_PL10428 gene-HOLleu_08547
ortholog_2690 Parliv_PL10717 gene-HOLleu_08209
ortholog_2691 Parliv_PL10990 gene-HOLleu_08208
ortholog_2692 Parliv_PL10117 gene-HOLleu_08207
ortholog_2693 Parliv_PL11161 gene-HOLleu_08359
ortholog_2694 Parliv_PL10384 gene-HOLleu_45271
ortholog_2695 Parliv_PL08995 gene-HOLleu_08936
ortholog_2696 Parliv_PL09108 gene-HOLleu_08153
ortholog_2697 Parliv_PL08196 gene-HOLleu_09228
ortholog_2698 Parliv_PL10180 gene-HOLleu_09057
ortholog_2699 Parliv_PL08646 gene-HOLleu_09055
ortholog_2700 Parliv_PL11085 gene-HOLleu_09053
ortholog_2701 Parliv_PL08440 gene-HOLleu_00686
ortholog_2702 Parliv_PL10049 gene-HOLleu_07232
ortholog_2703 Parliv_PL09194 gene-HOLleu_08926
ortholog_2704 Parliv_PL09617 gene-HOLleu_08701
ortholog_2705 Parliv_PL09005 gene-HOLleu_08419
ortholog_2706 Parliv_PL09343 gene-HOLleu_08423
ortholog_2707 Parliv_PL11340 gene-HOLleu_29115
ortholog_2708 Parliv_PL10013 gene-HOLleu_08056
ortholog_2709 Parliv_PL10989 gene-HOLleu_08059
ortholog_2710 Parliv_PL09120 gene-HOLleu_09229
ortholog_2711 Parliv_PL09597 gene-HOLleu_20625
ortholog_2712 Parliv_PL09202 gene-HOLleu_08364
ortholog_2713 Parliv_PL11023 gene-HOLleu_08368
ortholog_2714 Parliv_PL10962 gene-HOLleu_09216
ortholog_2715 Parliv_PL08427 gene-HOLleu_08465
ortholog_2716 Parliv_PL10720 gene-HOLleu_08824
ortholog_2717 Parliv_PL09377 gene-HOLleu_00732
ortholog_2718 Parliv_PL08027 gene-HOLleu_07109
ortholog_2719 Parliv_PL10467 gene-HOLleu_08285
ortholog_2720 Parliv_PL10760 gene-HOLleu_08257
ortholog_2721 Parliv_PL10363 gene-HOLleu_08268
ortholog_2722 Parliv_PL08780 gene-HOLleu_07075
ortholog_2723 Parliv_PL09962 gene-HOLleu_07710
ortholog_2724 Parliv_PL11291 gene-HOLleu_07430
ortholog_2725 Parliv_PL10623 gene-HOLleu_07958
ortholog_2726 Parliv_PL09717 gene-HOLleu_07961
ortholog_2727 Parliv_PL08324 gene-HOLleu_07203
ortholog_2728 Parliv_PL08877 gene-HOLleu_07204
ortholog_2729 Parliv_PL08856 gene-HOLleu_09169
ortholog_2730 Parliv_PL10705 gene-HOLleu_44759
ortholog_2731 Parliv_PL07986 gene-HOLleu_09170
ortholog_2732 Parliv_PL08657 gene-HOLleu_09182
ortholog_2733 Parliv_PL10520 gene-HOLleu_36319
ortholog_2734 Parliv_PL09139 gene-HOLleu_30629
ortholog_2735 Parliv_PL08580 gene-HOLleu_09179
ortholog_2736 Parliv_PL08054 gene-HOLleu_27239
ortholog_2737 Parliv_PL11258 gene-HOLleu_27240
ortholog_2738 Parliv_PL09511 gene-HOLleu_07919
ortholog_2739 Parliv_PL10159 gene-HOLleu_09140
ortholog_2740 Parliv_PL08426 gene-HOLleu_08326
ortholog_2741 Parliv_PL10323 gene-HOLleu_08107
ortholog_2742 Parliv_PL09457 gene-HOLleu_07167
ortholog_2743 Parliv_PL09937 gene-HOLleu_01606
ortholog_2744 Parliv_PL08638 gene-HOLleu_07211
ortholog_2745 Parliv_PL08817 gene-HOLleu_07521
ortholog_2746 Parliv_PL10943 gene-HOLleu_07530
ortholog_2747 Parliv_PL08049 gene-HOLleu_07532
ortholog_2748 Parliv_PL08116 gene-HOLleu_07519
ortholog_2749 Parliv_PL08271 gene-HOLleu_37748
ortholog_2750 Parliv_PL09994 gene-HOLleu_07598
ortholog_2751 Parliv_PL10356 gene-HOLleu_09038
ortholog_2752 Parliv_PL08098 gene-HOLleu_09037
ortholog_2753 Parliv_PL08503 gene-HOLleu_08680
ortholog_2754 Parliv_PL09958 gene-HOLleu_08681
ortholog_2755 Parliv_PL09045 gene-HOLleu_08930
ortholog_2756 Parliv_PL08901 gene-HOLleu_08931
ortholog_2757 Parliv_PL10846 gene-HOLleu_08666
ortholog_2758 Parliv_PL10799 gene-HOLleu_08664
ortholog_2759 Parliv_PL09179 gene-HOLleu_08374
ortholog_2760 Parliv_PL11199 gene-HOLleu_07857
ortholog_2761 Parliv_PL08229 gene-HOLleu_08849
ortholog_2762 Parliv_PL08866 gene-HOLleu_08677
ortholog_2763 Parliv_PL09577 gene-HOLleu_08809
ortholog_2764 Parliv_PL08028 gene-HOLleu_07965
ortholog_2765 Parliv_PL08477 gene-HOLleu_08991
ortholog_2766 Parliv_PL09590 gene-HOLleu_07057
ortholog_2767 Parliv_PL10435 gene-HOLleu_07056
ortholog_2768 Parliv_PL09693 gene-HOLleu_08236
ortholog_2769 Parliv_PL09861 gene-HOLleu_07708
ortholog_2770 Parliv_PL08303 gene-HOLleu_09061
ortholog_2771 Parliv_PL09362 gene-HOLleu_07341
ortholog_2772 Parliv_PL09261 gene-HOLleu_27460
ortholog_2773 Parliv_PL08616 gene-HOLleu_24862
ortholog_2774 Parliv_PL09522 gene-HOLleu_07785
ortholog_2775 Parliv_PL10723 gene-HOLleu_08453
ortholog_2776 Parliv_PL09686 gene-HOLleu_07318
ortholog_2777 Parliv_PL08329 gene-HOLleu_07205
ortholog_2778 Parliv_PL09376 gene-HOLleu_40248
ortholog_2779 Parliv_PL11024 gene-HOLleu_08064
ortholog_2780 Parliv_PL09152 gene-HOLleu_09142
