ortholog_1 g320 BL22201
ortholog_2042 g63734 BL10415
ortholog_2043 g63735 BL02495
ortholog_2044 g63743 BL12430
ortholog_2045 g63744 BL05149
ortholog_2046 g63748 BL08116
ortholog_2047 g63753 BL04239
ortholog_2048 g63756 BL14988
ortholog_2049 g63758 BL11994
ortholog_2050 g63780 BL05326
ortholog_2051 g63811 BL05440
ortholog_2052 g63821 BL23813
ortholog_2053 g63862 BL10280
ortholog_2054 g63877 BL19676
ortholog_2055 g63883 BL19669
ortholog_2056 g63890 BL02969
ortholog_2057 g63948 BL19748
ortholog_2058 g63996 BL06090
ortholog_2059 g64004 BL19715
ortholog_2060 g64009 BL09547
ortholog_2061 g64026 BL05329
ortholog_2062 g64030 BL09728
ortholog_2063 g64039 BL02530
ortholog_2064 g64040 BL23970
ortholog_2065 g64049 BL05177
ortholog_2066 g64055 BL05020
ortholog_2067 g64100 BL05365
ortholog_2068 g64124 BL12442
ortholog_2069 g64128 BL12910
ortholog_2070 g64142 BL04020
ortholog_2071 g64156 BL04974
ortholog_2072 g64177 BL04973
ortholog_2073 g64212 BL05475
ortholog_2074 g64217 BL12047
ortholog_2075 g64227 BL05134
ortholog_2076 g64231 BL05128
ortholog_2077 g64240 BL19661
ortholog_2078 g64274 BL05040
ortholog_2079 g64307 BL05028
ortholog_2080 g64312 BL05027
ortholog_2081 g64320 BL10419
ortholog_2082 g64324 BL05026
ortholog_2083 g64327 BL10427
ortholog_2084 g64336 BL19755
ortholog_2085 g64342 BL05268
ortholog_2086 g64349 BL10802
ortholog_2087 g64357 BL00087
ortholog_2088 g64360 BL05006
ortholog_2089 g64373 BL10352
ortholog_2090 g64381 BL05360
ortholog_2091 g64404 BL05052
ortholog_2092 g64416 BL19680
ortholog_2093 g64452 BL19652
ortholog_2094 g64473 BL05191
ortholog_2095 g64512 BL05069
ortholog_2096 g64537 BL19739
ortholog_2097 g64541 BL10298
ortholog_2098 g64542 BL10052
ortholog_2099 g64544 BL26546
ortholog_2100 g64583 BL05422
ortholog_2101 g64594 BL05081
ortholog_2102 g64601 BL19708
ortholog_2103 g64617 BL19709
ortholog_2104 g64635 BL04940
ortholog_2105 g64669 BL03603
ortholog_2106 g64704 BL05181
ortholog_2107 g64716 BL05185
ortholog_2108 g64720 BL05188
ortholog_2109 g64791 BL19973
ortholog_2110 g64798 BL13586
ortholog_2111 g64800 BL02524
ortholog_2112 g64807 BL04984
ortholog_2113 g64811 BL04982
ortholog_2114 g64827 BL21707
ortholog_2115 g64833 BL12432
ortholog_2116 g64838 BL11094
ortholog_2117 g64845 BL10408
ortholog_2118 g64890 BL05017
ortholog_2119 g64897 BL02529
ortholog_2120 g64979 BL05194
ortholog_2121 g64992 BL05193
ortholog_2122 g64996 BL10284
ortholog_2123 g65045 BL04999
ortholog_2124 g65049 BL07193
ortholog_2125 g65083 BL10000
ortholog_2126 g65084 BL02518
ortholog_2127 g65093 BL05109
ortholog_2128 g65097 BL05171
ortholog_2129 g65110 BL19754
ortholog_2130 g65113 BL05272
ortholog_2131 g65121 BL12462
ortholog_2132 g65124 BL10304
ortholog_2133 g65126 BL12884
ortholog_2134 g65130 BL12883
ortholog_2135 g65141 BL12882
ortholog_2136 g65165 BL12881
ortholog_2137 g65168 BL05516
ortholog_2138 g65178 BL19958
ortholog_2139 g65183 BL05262
ortholog_2140 g65185 BL04986
ortholog_2141 g65186 BL05299
ortholog_2142 g65189 BL05306
ortholog_2143 g65195 BL10300
ortholog_2144 g65237 BL05346
ortholog_2145 g65238 BL22187
ortholog_2146 g65270 BL17843
ortholog_2147 g65291 BL10273
ortholog_2148 g65292 BL10275
ortholog_2149 g65298 BL05497
ortholog_2150 g65310 BL19693
ortholog_2151 g65317 BL14451
ortholog_2152 g65328 BL16685
ortholog_2153 g65385 BL10074
ortholog_2154 g65422 BL03403
ortholog_2155 g65429 BL05251
ortholog_2156 g65430 BL19759
ortholog_2157 g65435 BL05491
ortholog_2158 g65443 BL03994
ortholog_2159 g65448 BL06599
ortholog_2160 g65489 BL05275
ortholog_2161 g65495 BL10334
ortholog_2162 g65509 BL22255
ortholog_2163 g65539 BL05142
ortholog_2164 g65557 BL05078
ortholog_2165 g65561 BL05079
ortholog_2166 g65570 BL05260
ortholog_2167 g65591 BL05039
ortholog_2168 g65598 BL10688
ortholog_2169 g65606 BL13814
ortholog_2170 g65616 BL05093
ortholog_2171 g65625 BL12423
ortholog_2172 g65630 BL00437
ortholog_2173 g65635 BL00443
ortholog_2174 g65636 BL05068
ortholog_2175 g65646 BL05112
ortholog_2176 g65662 BL05559
ortholog_2177 g65676 BL18717
ortholog_2178 g65679 BL03585
ortholog_2179 g65688 BL12030
ortholog_2180 g65693 BL05502
ortholog_2181 g65704 BL03623
ortholog_2182 g65711 BL05417
ortholog_2183 g65756 BL05357
ortholog_2184 g65799 BL07382
ortholog_2185 g65804 BL00497
ortholog_2186 g65915 BL05259
ortholog_2187 g65918 BL04942
ortholog_2188 g65931 BL04941
ortholog_2189 g65966 BL02509
ortholog_2190 g65989 BL27313
ortholog_2191 g65995 BL11691
ortholog_2192 g66001 BL00017
ortholog_2193 g66012 BL05476
ortholog_2194 g66021 BL05145
ortholog_2195 g66022 BL05143
ortholog_2196 g66045 BL25740
ortholog_2197 g66047 BL02510
ortholog_2198 g66051 BL07514
ortholog_2199 g66056 BL05508
ortholog_2200 g66065 BL00088
ortholog_2201 g66067 BL05001
ortholog_2202 g66070 BL19756
ortholog_2203 g66074 BL05318
ortholog_2204 g66079 BL05319
ortholog_2205 g66084 BL05320
ortholog_2206 g66087 BL05321
ortholog_2207 g66136 BL05509
ortholog_2208 g66150 BL05473
ortholog_2209 g66159 BL10312
ortholog_2210 g66199 BL12433
ortholog_2211 g66213 BL15431
ortholog_2212 g66218 BL19783
ortholog_2213 g66222 BL15846
ortholog_2214 g66223 BL15847
ortholog_2215 g66247 BL21949
ortholog_2216 g66249 BL05388
ortholog_2217 g66263 BL05197
ortholog_2218 g66264 BL05196
ortholog_2219 g66287 BL05451
ortholog_2220 g66361 BL06083
ortholog_2221 g66393 BL05292
ortholog_2222 g66395 BL07579
ortholog_2223 g66401 BL03579
ortholog_2224 g66551 BL23262
ortholog_2225 g66578 BL19664
ortholog_2226 g66592 BL09581
ortholog_2227 g66634 BL24622
ortholog_2228 g66687 BL05293
ortholog_2229 g66708 BL07828
ortholog_2230 g66727 BL12420
ortholog_2231 g66742 BL05387
ortholog_2232 g66743 BL05386
ortholog_2233 g66751 BL05498
ortholog_2234 g66765 BL05472
ortholog_2235 g67042 BL17624
ortholog_2236 g67533 BL22951
ortholog_2237 g67635 BL05989
ortholog_2238 g67675 BL06196
ortholog_2239 g67682 BL06472
ortholog_2240 g67687 BL05979
ortholog_2241 g67695 BL07071
ortholog_2242 g67710 BL07072
ortholog_2243 g67740 BL05541
ortholog_2244 g67741 BL21221
ortholog_2245 g67797 BL06199
ortholog_2246 g67801 BL06198
ortholog_2247 g67809 BL20593
ortholog_2248 g67835 BL25048
ortholog_2249 g67864 BL07396
ortholog_2250 g67889 BL05863
ortholog_2251 g67890 BL06013
ortholog_2252 g67895 BL15912
ortholog_2253 g67946 BL06396
ortholog_2254 g67967 BL03692
ortholog_2255 g67996 BL06237
ortholog_2256 g67999 BL14203
ortholog_2257 g68000 BL07049
ortholog_2258 g68013 BL06899
ortholog_2259 g68034 BL05876
ortholog_2260 g68044 BL06214
ortholog_2261 g68093 BL06201
ortholog_2262 g68104 BL03478
ortholog_2263 g68108 BL03479
ortholog_2264 g68109 BL13625
ortholog_2265 g68131 BL03417
ortholog_2266 g68174 BL03664
ortholog_2267 g68177 BL06177
ortholog_2268 g68196 BL07404
ortholog_2269 g68274 BL15908
ortholog_2270 g68305 BL24377
ortholog_2271 g68311 BL24378
ortholog_2272 g68328 BL06209
ortholog_2273 g68343 BL06220
ortholog_2274 g68344 BL12680
ortholog_2275 g68345 BL00531
ortholog_2276 g68351 BL06326
ortholog_2277 g68353 BL06325
ortholog_2278 g68385 BL06046
ortholog_2279 g68399 BL12247
ortholog_2280 g68435 BL13239
ortholog_2281 g68468 BL05296
ortholog_2282 g68478 BL06976
ortholog_2283 g68481 BL06977
ortholog_2284 g68488 BL23677
ortholog_2285 g68490 BL06282
ortholog_2286 g68500 BL18735
ortholog_2287 g68510 BL07657
ortholog_2288 g68543 BL06447
ortholog_2289 g68568 BL06247
ortholog_2290 g68619 BL06113
ortholog_2291 g68627 BL16563
ortholog_2292 g68656 BL06170
ortholog_2293 g68705 BL01690
ortholog_2294 g68715 BL15871
ortholog_2295 g68720 BL15872
ortholog_2296 g68739 BL06248
ortholog_2297 g68759 BL13325
ortholog_2298 g68773 BL23627
ortholog_2299 g68782 BL25901
ortholog_2300 g68786 BL08392
ortholog_2301 g68790 BL05888
ortholog_2302 g68795 BL15033
ortholog_2303 g68798 BL06254
ortholog_2304 g68802 BL06994
ortholog_2305 g68807 BL09341
ortholog_2306 g68808 BL17135
ortholog_2307 g68810 BL17143
ortholog_2308 g68824 BL06138
ortholog_2309 g68844 BL05857
ortholog_2310 g68845 BL04065
ortholog_2311 g68858 BL06921
ortholog_2312 g68884 BL24420
ortholog_2313 g68902 BL24834
ortholog_2314 g68911 BL05871
ortholog_2315 g68918 BL08656
ortholog_2316 g68925 BL08655
ortholog_2317 g68956 BL06428
ortholog_2318 g68970 BL05861
ortholog_2319 g68977 BL07081
ortholog_2320 g68980 BL07080
ortholog_2321 g68982 BL03889
ortholog_2322 g69025 BL25603
ortholog_2323 g69029 BL06946
ortholog_2324 g69049 BL06291
ortholog_2325 g69057 BL08671
ortholog_2326 g69064 BL06135
ortholog_2327 g69066 BL06136
ortholog_2328 g69085 BL06131
ortholog_2329 g69086 BL22833
ortholog_2330 g69104 BL20550
ortholog_2331 g69110 BL16248
ortholog_2332 g69111 BL06132
ortholog_2333 g69116 BL17040
ortholog_2334 g69118 BL17039
ortholog_2335 g69165 BL06232
ortholog_2336 g69208 BL06993
ortholog_2337 g69221 BL24698
ortholog_2338 g69223 BL25054
ortholog_2339 g69272 BL07243
ortholog_2340 g69277 BL12492
ortholog_2341 g69285 BL12501
ortholog_2342 g69294 BL21473
ortholog_2343 g69352 BL27738
ortholog_2344 g69361 BL27842
ortholog_2345 g69417 BL03669
ortholog_2346 g69422 BL03670
ortholog_2347 g69429 BL06322
ortholog_2348 g69457 BL07752
ortholog_2349 g69458 BL24509
ortholog_2350 g69463 BL07729
ortholog_2351 g69469 BL06076
ortholog_2352 g69491 BL05930
ortholog_2353 g69503 BL06260
ortholog_2354 g69512 BL06043
ortholog_2355 g69515 BL06041
ortholog_2356 g69550 BL07660
ortholog_2357 g69585 BL06341
ortholog_2358 g69595 BL07122
ortholog_2359 g69600 BL06116
ortholog_2360 g69621 BL06200
ortholog_2361 g69672 BL11195
ortholog_2362 g69685 BL05872
ortholog_2363 g69703 BL03656
ortholog_2364 g69704 BL24295
ortholog_2365 g69740 BL15877
ortholog_2366 g69772 BL06878
ortholog_2367 g69774 BL24379
ortholog_2368 g69778 BL24401
ortholog_2369 g69779 BL24400
ortholog_2370 g69783 BL24399
ortholog_2371 g69788 BL06010
ortholog_2372 g69797 BL06354
ortholog_2373 g69841 BL24597
ortholog_2374 g69848 BL06079
ortholog_2375 g69864 BL15891
ortholog_2376 g69870 BL27589
ortholog_2377 g69872 BL27591
ortholog_2378 g69879 BL27588
ortholog_2379 g69886 BL27592
ortholog_2380 g69892 BL07751
ortholog_2381 g69902 BL07750
ortholog_2382 g69903 BL04733
ortholog_2383 g69908 BL07711
ortholog_2384 g69916 BL07712
ortholog_2385 g69929 BL03738
ortholog_2386 g69934 BL03723
ortholog_2387 g69941 BL06369
ortholog_2388 g69944 BL18160
ortholog_2389 g69955 BL06080
ortholog_2390 g69962 BL12505
ortholog_2391 g69964 BL12506
ortholog_2392 g69975 BL06365
ortholog_2393 g69983 BL03418
ortholog_2394 g70051 BL06281
ortholog_2395 g70053 BL06473
ortholog_2396 g70056 BL07667
ortholog_2397 g70117 BL07755
ortholog_2398 g70129 BL06133
ortholog_2399 g70142 BL06959
ortholog_2400 g70181 BL03426
ortholog_2401 g70192 BL06923
ortholog_2402 g70193 BL06902
ortholog_2403 g70199 BL06904
ortholog_2404 g70208 BL24837
ortholog_2405 g70219 BL07608
ortholog_2406 g70296 BL28072
ortholog_2407 g70300 BL04377
ortholog_2408 g70302 BL07633
ortholog_2409 g70309 BL06139
ortholog_2410 g70315 BL06337
ortholog_2411 g70326 BL03310
ortholog_2412 g70328 BL06853
ortholog_2413 g70333 BL07036
ortholog_2414 g70350 BL25331
ortholog_2415 g70383 BL06178
ortholog_2416 g70401 BL07960
ortholog_2417 g70410 BL19253
ortholog_2418 g70418 BL03678
ortholog_2419 g70428 BL06385
ortholog_2420 g70437 BL03305
ortholog_2421 g70531 BL21534
ortholog_2422 g70549 BL23641
ortholog_2423 g70576 BL03717
ortholog_2424 g70598 BL24372
ortholog_2425 g70610 BL02828
ortholog_2426 g70615 BL05488
ortholog_2427 g70616 BL02887
ortholog_2428 g70620 BL02889
ortholog_2429 g70631 BL02888
ortholog_2430 g70637 BL02641
ortholog_2431 g70703 BL07653
ortholog_2432 g70732 BL14523
ortholog_2433 g70741 BL03275
ortholog_2434 g70743 BL03277
ortholog_2435 g70748 BL03276
ortholog_2436 g70769 BL20264
ortholog_2437 g70780 BL16509
ortholog_2438 g70802 BL24129
ortholog_2439 g70848 BL06261
ortholog_2440 g70850 BL16939
ortholog_2441 g70862 BL24297
ortholog_2442 g70875 BL06406
ortholog_2443 g70883 BL24320
ortholog_2444 g70931 BL24321
ortholog_2445 g70941 BL11001
ortholog_2446 g70952 BL06275
ortholog_2447 g70979 BL11282
ortholog_2448 g70985 BL06071
ortholog_2449 g71018 BL10225
ortholog_2450 g71036 BL03293
ortholog_2451 g71061 BL07659
ortholog_2452 g71073 BL07688
ortholog_2453 g71078 BL07687
ortholog_2454 g71114 BL13178
ortholog_2455 g71122 BL06917
ortholog_2456 g71138 BL07079
ortholog_2457 g71140 BL22042
ortholog_2458 g71141 BL07756
ortholog_2459 g71149 BL06186
ortholog_2460 g71232 BL07019
ortholog_2461 g71233 BL07070
ortholog_2462 g71254 BL14468
ortholog_2463 g71270 BL06173
ortholog_2464 g71279 BL00203
ortholog_2465 g71327 BL07685
ortholog_2466 g71331 BL06119
ortholog_2467 g71397 BL23869
ortholog_2468 g71398 BL24994
ortholog_2469 g71400 BL20042
ortholog_2470 g71413 BL06235
ortholog_2471 g71434 BL12145
ortholog_2472 g71452 BL08674
ortholog_2473 g71459 BL06182
ortholog_2474 g71478 BL06238
ortholog_2475 g71492 BL07691
ortholog_2476 g71523 BL06101
ortholog_2477 g71524 BL06197
ortholog_2478 g71526 BL24310
ortholog_2479 g71531 BL03691
ortholog_2480 g71544 BL03458
ortholog_2481 g71547 BL03459
ortholog_2482 g71563 BL24309
ortholog_2483 g71608 BL27375
ortholog_2484 g71610 BL04198
ortholog_2485 g71611 BL13312
ortholog_2486 g71612 BL04202
ortholog_2487 g71613 BL05977
ortholog_2488 g71631 BL06933
ortholog_2489 g71652 BL06278
ortholog_2490 g71656 BL05987
ortholog_2491 g71663 BL05985
ortholog_2492 g71676 BL06991
ortholog_2493 g71737 BL24388
ortholog_2494 g71764 BL07447
ortholog_2495 g71769 BL07448
ortholog_2496 g71774 BL06868
ortholog_2497 g71778 BL07381
ortholog_2498 g71792 BL12507
ortholog_2499 g71810 BL06145
ortholog_2500 g71811 BL00075
ortholog_2501 g71836 BL24349
ortholog_2502 g71871 BL24348
ortholog_2503 g71875 BL24346
ortholog_2504 g71882 BL06149
ortholog_2505 g71883 BL06148
ortholog_2506 g71884 BL06146
ortholog_2507 g71896 BL03012
ortholog_2508 g71905 BL04493
ortholog_2509 g71907 BL05877
ortholog_2510 g71911 BL05878
ortholog_2511 g71913 BL12232
ortholog_2512 g71921 BL12231
ortholog_2513 g71929 BL06990
ortholog_2514 g71938 BL03416
ortholog_2515 g71944 BL24412
ortholog_2516 g71956 BL16438
ortholog_2517 g71958 BL07714
ortholog_2518 g71964 BL07713
ortholog_2519 g71976 BL07354
ortholog_2520 g72000 BL06362
ortholog_2521 g72001 BL07013
ortholog_2522 g72004 BL06935
ortholog_2523 g72006 BL06936
ortholog_2524 g72016 BL07670
ortholog_2525 g72020 BL07669
ortholog_2526 g72116 BL03355
ortholog_2527 g72120 BL05992
ortholog_2528 g72123 BL06879
ortholog_2529 g72136 BL06979
ortholog_2530 g72186 BL04134
ortholog_2531 g72218 BL10839
ortholog_2532 g72302 BL05988
ortholog_2533 g72374 BL08312
ortholog_2534 g72375 BL07632
ortholog_2535 g72383 BL04675
ortholog_2536 g72408 BL08662
ortholog_2537 g72428 BL08661
ortholog_2538 g72430 BL08660
ortholog_2539 g72437 BL05886
ortholog_2540 g72476 BL05938
ortholog_2541 g72481 BL24244
ortholog_2542 g72486 BL05901
ortholog_2543 g72490 BL24287
ortholog_2544 g72499 BL24288
ortholog_2545 g72501 BL03710
ortholog_2546 g72505 BL03709
ortholog_2547 g72508 BL22073
ortholog_2548 g72524 BL24393
ortholog_2549 g72526 BL06036
ortholog_2550 g72527 BL05101
ortholog_2551 g72535 BL21196
ortholog_2552 g72545 BL03469
ortholog_2553 g72561 BL07027
ortholog_2554 g72579 BL07235
ortholog_2555 g72582 BL07011
ortholog_2556 g72584 BL07239
ortholog_2557 g72612 BL07744
ortholog_2558 g72636 BL07716
ortholog_2559 g72669 BL22474
ortholog_2560 g72671 BL18226
ortholog_2561 g72678 BL02157
ortholog_2562 g72684 BL06389
ortholog_2563 g72689 BL07634
ortholog_2564 g72698 BL07621
ortholog_2565 g72709 BL07624
ortholog_2566 g72712 BL07692
ortholog_2567 g72727 BL03962
ortholog_2568 g72736 BL05946
ortholog_2569 g72742 BL08720
ortholog_2570 g72753 BL03697
ortholog_2571 g72756 BL03705
ortholog_2572 g72774 BL03685
ortholog_2573 g72778 BL05890
ortholog_2574 g72780 BL15092
ortholog_2575 g72839 BL06342
ortholog_2576 g72841 BL06343
ortholog_2577 g72842 BL18510
ortholog_2578 g72881 BL07241
ortholog_2579 g72896 BL06351
ortholog_2580 g72900 BL25469
ortholog_2581 g72918 BL12568
ortholog_2582 g72920 BL06259
ortholog_2583 g72923 BL19635
ortholog_2584 g72929 BL01687
ortholog_2585 g72931 BL06348
ortholog_2586 g72934 BL06359
ortholog_2587 g72953 BL03662
ortholog_2588 g72963 BL24387
ortholog_2589 g72970 BL12264
ortholog_2590 g72972 BL06480
ortholog_2591 g72974 BL06482
ortholog_2592 g73004 BL06065
ortholog_2593 g73010 BL06009
ortholog_2594 g73024 BL06210
ortholog_2595 g73034 BL03223
ortholog_2596 g73039 BL13309
ortholog_2597 g73066 BL05926
ortholog_2598 g73074 BL21715
ortholog_2599 g73082 BL07333
ortholog_2600 g73086 BL20525
ortholog_2601 g73103 BL03381
ortholog_2602 g73114 BL06103
ortholog_2603 g73137 BL04296
ortholog_2604 g73152 BL06499
ortholog_2605 g73183 BL23335
ortholog_2606 g73187 BL05884
ortholog_2607 g73195 BL03157
ortholog_2608 g73205 BL13563
ortholog_2609 g73209 BL08651
ortholog_2610 g73215 BL08650
ortholog_2611 g73218 BL01984
ortholog_2612 g73220 BL21090
ortholog_2613 g73245 BL03454
ortholog_2614 g73246 BL03455
ortholog_2615 g73247 BL03456
ortholog_2616 g73248 BL06290
ortholog_2617 g73253 BL06155
ortholog_2618 g73263 BL06156
ortholog_2619 g73264 BL05981
ortholog_2620 g73274 BL06222
ortholog_2621 g73279 BL06280
ortholog_2622 g73281 BL05858
ortholog_2623 g73284 BL01921
ortholog_2624 g73288 BL06106
ortholog_2625 g73301 BL02653
ortholog_2626 g73318 BL06115
ortholog_2627 g73319 BL06183
ortholog_2628 g73378 BL05909
ortholog_2629 g73389 BL05908
ortholog_2630 g73392 BL03632
ortholog_2631 g73397 BL06378
ortholog_2632 g73414 BL14032
ortholog_2633 g73426 BL14665
ortholog_2634 g73432 BL06443
ortholog_2635 g73454 BL06075
ortholog_2636 g73479 BL06376
ortholog_2637 g73544 BL20100
ortholog_2638 g73549 BL07073
ortholog_2639 g73681 BL07024
ortholog_2640 g73735 BL07249
ortholog_2641 g73752 BL24402
ortholog_2642 g73759 BL07748
ortholog_2643 g73771 BL20952
ortholog_2644 g73780 BL21954
ortholog_2645 g73793 BL04409
ortholog_2646 g73795 BL07639
ortholog_2647 g73802 BL25344
ortholog_2648 g73804 BL25342
ortholog_2649 g73815 BL03278
ortholog_2650 g73833 BL01499
ortholog_2651 g73865 BL27548
ortholog_2652 g73870 BL06872
ortholog_2653 g73873 BL15948
ortholog_2654 g73886 BL07332
ortholog_2655 g73944 BL07069
ortholog_2656 g73950 BL07571
ortholog_2657 g73951 BL07572
ortholog_2658 g73956 BL07573
ortholog_2659 g73960 BL07574
ortholog_2660 g73976 BL07576
ortholog_2661 g73979 BL15427
ortholog_2662 g73981 BL07707
ortholog_2663 g73984 BL00005
ortholog_2664 g73995 BL07022
ortholog_2665 g73997 BL07021
ortholog_2666 g73999 BL15800
ortholog_2667 g74016 BL20794
ortholog_2668 g74046 BL22149
ortholog_2669 g74079 BL15911
ortholog_2670 g74083 BL15910
ortholog_2671 g74089 BL03453
ortholog_2672 g74093 BL03287
ortholog_2673 g74154 BL07693
ortholog_2674 g74188 BL07884
ortholog_2675 g74210 BL10085
ortholog_2676 g74231 BL08148
ortholog_2677 g74243 BL06975
ortholog_2678 g74267 BL06056
ortholog_2679 g74274 BL03719
ortholog_2680 g74289 BL03684
ortholog_2681 g74293 BL06066
ortholog_2682 g74301 BL24361
ortholog_2683 g74305 BL06044
ortholog_2684 g74309 BL24422
ortholog_2685 g74323 BL06233
ortholog_2686 g74328 BL05873
ortholog_2687 g74341 BL15963
ortholog_2688 g74368 BL07375
ortholog_2689 g74386 BL16184
ortholog_2690 g74407 BL11813
ortholog_2691 g74423 BL06185
ortholog_2692 g74446 BL07735
ortholog_2693 g74550 BL06318
ortholog_2694 g74554 BL06418
ortholog_2695 g74581 BL06419
ortholog_2696 g74583 BL06016
ortholog_2697 g74617 BL07606
ortholog_2698 g74619 BL04471
ortholog_2699 g74621 BL12783
ortholog_2700 g74622 BL25248
ortholog_2701 g74623 BL06077
ortholog_2702 g74637 BL15915
ortholog_2703 g74641 BL15914
ortholog_2704 g74642 BL07074
ortholog_2705 g74651 BL06339
ortholog_2706 g74653 BL03721
ortholog_2707 g74657 BL06188
ortholog_2708 g74689 BL03698
ortholog_2709 g74693 BL05933
ortholog_2710 g74698 BL06306
ortholog_2711 g74707 BL24300
ortholog_2712 g74708 BL08664
ortholog_2713 g74709 BL12813
ortholog_2714 g74723 BL13335
ortholog_2715 g74728 BL07045
ortholog_2716 g74745 BL05747
ortholog_2717 g74792 BL06390
ortholog_2718 g74826 BL15436
ortholog_2719 g74874 BL06391
ortholog_2720 g74879 BL06392
ortholog_2721 g74902 BL06463
ortholog_2722 g74906 BL06465
ortholog_2723 g74909 BL06466
ortholog_2724 g74911 BL02845
ortholog_2725 g74926 BL07663
ortholog_2726 g74930 BL07664
ortholog_2727 g74944 BL07668
ortholog_2728 g74984 BL07655
ortholog_2729 g74986 BL25329
ortholog_2730 g75026 BL06055
ortholog_2731 g75042 BL07285
ortholog_2732 g75071 BL20993
ortholog_2733 g75101 BL05983
ortholog_2734 g75156 BL10377
ortholog_2735 g75188 BL15876
ortholog_2736 g75189 BL15944
ortholog_2737 g75208 BL06489
ortholog_2738 g75213 BL06487
ortholog_2739 g75216 BL05984
ortholog_2740 g75222 BL06488
ortholog_2741 g75228 BL06251
ortholog_2742 g75283 BL06858
ortholog_2743 g75293 BL03217
ortholog_2744 g75325 BL07246
ortholog_2745 g75376 BL15909
ortholog_2746 g75378 BL26432
ortholog_2747 g75397 BL07645
ortholog_2748 g75426 BL23183
ortholog_2749 g75429 BL22533
ortholog_2750 g75430 BL07647
ortholog_2751 g75471 BL05330
ortholog_2752 g75472 BL04770
ortholog_2753 g75484 BL27118
ortholog_2754 g75486 BL03410
ortholog_2755 g75500 BL07032
ortholog_2756 g75506 BL07578
ortholog_2757 g75510 BL15892
ortholog_2758 g75521 BL08003
ortholog_2759 g75523 BL22592
ortholog_2760 g75524 BL08006
ortholog_2761 g75533 BL22722
ortholog_2762 g75540 BL01206
ortholog_2763 g75552 BL06203
ortholog_2764 g75557 BL25326
ortholog_2765 g75564 BL25327
ortholog_2766 g75588 BL01202
ortholog_2767 g75593 BL06025
ortholog_2768 g75608 BL06027
ortholog_2769 g75635 BL12542
ortholog_2770 g75637 BL04326
ortholog_2771 g75668 BL07400
ortholog_2772 g75740 BL26469
ortholog_2773 g75746 BL06255
ortholog_2774 g75761 BL14004
ortholog_2775 g75765 BL06069
ortholog_2776 g75806 BL06381
ortholog_2777 g75859 BL05995
ortholog_2778 g75930 BL07706
ortholog_2779 g75938 BL07709
ortholog_2780 g75941 BL07710
ortholog_2781 g75982 BL03652
ortholog_2782 g75983 BL03653
ortholog_2783 g76031 BL06305
ortholog_2784 g76050 BL06307
ortholog_2785 g76063 BL06262
ortholog_2786 g76067 BL03836
ortholog_2787 g76070 BL07374
ortholog_2788 g76086 BL07237
ortholog_2789 g76096 BL07330
ortholog_2790 g76112 BL07331
ortholog_2791 g76130 BL05352
ortholog_2792 g76138 BL10964
ortholog_2793 g76176 BL07704
ortholog_2794 g76188 BL08210
ortholog_2795 g76197 BL03082
ortholog_2796 g76204 BL07018
ortholog_2797 g76248 BL07721
ortholog_2798 g76260 BL07697
ortholog_2799 g76279 BL05980
ortholog_2800 g76317 BL06957
ortholog_2801 g76321 BL16183
ortholog_2802 g76342 BL03419
ortholog_2803 g76346 BL07694
ortholog_2804 g76360 BL06370
ortholog_2805 g76390 BL22124
ortholog_2806 g76398 BL21974
ortholog_2807 g76400 BL24307
ortholog_2808 g76410 BL09203
ortholog_2809 g76413 BL06100
ortholog_2810 g76416 BL12143
ortholog_2811 g76437 BL17833
ortholog_2812 g76454 BL12141
ortholog_2813 g76463 BL06404
ortholog_2814 g76474 BL09806
ortholog_2815 g76491 BL06064
ortholog_2816 g76510 BL24368
ortholog_2817 g76516 BL14930
ortholog_2818 g76519 BL01456
ortholog_2819 g76522 BL07641
ortholog_2820 g76532 BL05864
ortholog_2821 g76533 BL05865
ortholog_2822 g76556 BL06402
ortholog_2823 g76571 BL03680
ortholog_2824 g76574 BL07441
ortholog_2825 g76580 BL07442
ortholog_2826 g76588 BL03720
ortholog_2827 g76783 BL06047
ortholog_2828 g76794 BL06049
ortholog_2829 g76802 BL06020
ortholog_2830 g76804 BL11325
ortholog_2831 g76823 BL16435
ortholog_2832 g76830 BL06038
ortholog_2833 g76833 BL08678
ortholog_2834 g76838 BL08680
ortholog_2835 g76842 BL25667
ortholog_2836 g76843 BL08560
ortholog_2837 g76858 BL03660
ortholog_2838 g76861 BL07625
ortholog_2839 g76863 BL07718
ortholog_2840 g76876 BL06144
ortholog_2841 g77013 BL06250
ortholog_2842 g77033 BL21882
ortholog_2843 g77155 BL07401
ortholog_2844 g77165 BL07402
ortholog_2845 g77210 BL07392
ortholog_2846 g77211 BL07393
ortholog_2847 g77223 BL06375
ortholog_2848 g77243 BL12496
ortholog_2849 g77268 BL05947
ortholog_2850 g77305 BL05949
ortholog_2851 g77306 BL08485
ortholog_2852 g77346 BL12235
ortholog_2853 g77368 BL06096
ortholog_2854 g77380 BL07723
ortholog_2855 g77512 BL06227
ortholog_2856 g77530 BL06228
ortholog_2857 g77709 BL26678
ortholog_2858 g77727 BL06093
ortholog_2859 g77764 BL03695
ortholog_2860 g77769 BL01895
ortholog_2861 g77776 BL06380
ortholog_2862 g77807 BL07681
ortholog_2863 g77814 BL25119
